  0.5  0.
 -0.951301165 -0.538898799
 -0.773949571  0.384344579
  0.29055056  0.474483977
 -1.17145046 -0.54491338
  0.139189646  0.610535035
 -1.11253839 -0.689260501
 -0.26495078  0.353380636
  0.0731747671  0.0228894531
 -0.219772193 -0.184391492
 -0.750697169 -0.0314293333
 -0.686602933  0.111693698
 -0.405407219  0.0929332563
 -0.268155418  0.0809962586
 -0.119174548  0.115416863
 -0.0379613563  0.0318681119
 -0.113987177 -0.0261244335
 -0.179756076  0.0278460054
 -0.138063237  0.0723599321
 -0.0599753031  0.0666036372
 -0.0887867933 -0.016677612
 -0.151137339  0.0235510561
 -0.124440224  0.064023975
 -0.0677432627  0.0558132342
 -0.0883407605 -0.00103884
 -0.131307373  0.0270136596
 -0.109569356  0.05740065
 -0.0745325562  0.0433844511
 -0.0922091807  0.0116510409
 -0.117649442  0.0311844808
 -0.100383315  0.0504012696
 -0.0813117182  0.0360299148
 -0.0955108406  0.0205666122
 -0.108582668  0.0341184064
 -0.0958444407  0.0442846174
 -0.0867933604  0.0328523971
 -0.0972050052  0.0262848758
 -0.10291468  0.0355138624
 -0.0941391455  0.0398749984
 -0.0905965721  0.0319676016
 -0.0976342591  0.0297801804
 -0.0995134499  0.0358084899
 -0.0938464227  0.0370721624
 -0.0929870914  0.0320733985
 -0.0974164729  0.0318355895
 -0.0975543405  0.0355576709
 -0.0941174403  0.0354422898
 -0.0943769812  0.0324955718
 -0.0969864177  0.032984797
 -0.0964835869  0.0351422743
 -0.094527411  0.0345653997
 -0.0951260741  0.0329379446
 -0.0965631005  0.0335856583
 -0.0959374627  0.0347501173
 -0.094899995  0.034132007
 -0.0954948939  0.0332972941
 -0.0962262802  0.0338708264
 -0.0956851043  0.0344463669
 -0.095182019  0.0339421192
 -0.0956538517  0.0335546673
 -0.0959880918  0.0339860176
 -0.0955874675  0.0342361753
 -0.0953747794  0.0338761352
 -0.095706624  0.0337238989
 -0.0958330904  0.0340179941
 -0.0955633181  0.0341022139
 -0.0954961501  0.0338663996
 -0.0957111943  0.033828068
 -0.0957389161  0.0340136524
 -0.0955699411  0.0340228737
 -0.095567563  0.0338783319
 -0.0956980596  0.0338879624
 -0.0956851827  0.0339976991
 -0.0955862482  0.0339784082
 -0.0956071098  0.033895751
 -0.0956810583  0.0339200306
 -0.0956563924  0.0339810986
 -0.0956023372  0.0339551593
 -0.0956275558  0.0339114305
 -0.0956662509  0.0339360024
 -0.0956425798  0.0339671961
 -0.0956153149  0.0339445464
 -0.0956366499  0.0339230936
 -0.0956551583  0.0339430253
 -0.0956367921  0.0339571174
 -0.0956243361  0.0339405829
 -0.0956399763  0.0339310976
 -0.0956479026  0.0339451977
 -0.0956349893  0.0339508126
 -0.0956301699  0.0339395643
 -0.0956407368  0.0339360721
 -0.0956434387  0.0339454477
 -0.0956349006  0.0339470296
 -0.0956338051  0.0339395908
 -0.0956405939  0.0339392499
 -0.0956403397  0.0339452766
 -0.0956349776  0.0339445502
 -0.0956360865  0.0339397587
 -0.0956403581  0.0339409306
