   1007.40  0.100060  0.046421  0.032361  0.000658
   2014.00  0.100000  0.028571  0.032870  0.000433
   3022.20  0.100026  0.018701  0.034875  0.000162
   4028.80  0.100005  0.013971  0.034303  0.000149
   5033.60  0.100008  0.013861  0.032561  0.000187
   6042.20  0.100013  0.011285  0.034226  0.000144
   7048.40  0.100009  0.013505  0.033752  0.000076
   8054.40  0.100007  0.013985  0.033025  0.000096
   9062.40  0.100007  0.013365  0.033854  0.000066
  10071.60  0.100004  0.013980  0.034999  0.000067
  11078.60  0.100004  0.006845  0.035004  0.000068
  12080.00  0.100000  0.009875  0.032666  0.000066
  13088.40  0.100005  0.009534  0.033495  0.000085
  14091.60  0.100003  0.011449  0.032062  0.000062
  15100.80  0.100001  0.009761  0.033058  0.000065
  16109.00  0.100000  0.009210  0.033565  0.000040
  17115.00  0.100000  0.007357  0.033374  0.000035
  18119.80  0.100001  0.006095  0.032760  0.000051
  19128.00  0.100000  0.009003  0.033255  0.000059
  20139.80  0.100001  0.006215  0.034494  0.000063
  21144.20  0.100004  0.008037  0.033901  0.000028
  22151.00  0.100000  0.008109  0.033795  0.000046
  23154.40  0.100003  0.008799  0.033130  0.000023
  24158.40  0.100002  0.006299  0.032552  0.000020
  25169.60  0.100002  0.009526  0.033469  0.000026
  26172.40  0.100002  0.005987  0.032741  0.000011
  27179.60  0.100001  0.009398  0.032863  0.000022
  28186.80  0.100001  0.004666  0.032962  0.000019
  29198.20  0.100003  0.004549  0.033745  0.000016
  30203.60  0.100001  0.004272  0.033559  0.000022
  31216.80  0.100001  0.003942  0.034546  0.000026
  32212.40  0.100002  0.006967  0.032795  0.000025
  33220.40  0.100002  0.004633  0.033043  0.000027
  34227.60  0.100001  0.005287  0.033119  0.000014
  35237.00  0.100000  0.008508  0.033439  0.000031
  36241.40  0.100002  0.004579  0.033142  0.000019
  37249.00  0.100000  0.004461  0.033271  0.000017
  38257.00  0.100000  0.008087  0.033481  0.000014
  39270.80  0.100001  0.004324  0.034369  0.000016
  40267.80  0.100000  0.005110  0.033141  0.000025
  41278.40  0.100001  0.005520  0.033572  0.000028
  42279.60  0.100001  0.006001  0.032964  0.000021
  43292.40  0.100001  0.003849  0.033662  0.000011
  44296.00  0.100000  0.007040  0.033290  0.000023
  45307.80  0.100000  0.004891  0.033851  0.000014
  46307.20  0.100002  0.005290  0.033051  0.000022
  47320.00  0.100000  0.006939  0.033700  0.000014
  48320.60  0.100001  0.005159  0.033075  0.000012
  49332.60  0.100001  0.004960  0.033631  0.000011
  50339.60  0.100001  0.004483  0.033632  0.000013
  51335.60  0.100001  0.006697  0.032607  0.000010
  52351.20  0.100002  0.004214  0.033417  0.000018
  53359.20  0.100001  0.003817  0.033541  0.000015
  54368.80  0.100000  0.002597  0.033830  0.000008
  55366.40  0.100001  0.004555  0.033011  0.000012
  56376.40  0.100001  0.006675  0.033298  0.000013
  57382.40  0.100001  0.004516  0.033245  0.000014
  58395.40  0.100001  0.003913  0.033770  0.000011
  59404.40  0.100001  0.003644  0.033962  0.000008
  60402.80  0.100000  0.003968  0.033268  0.000015
  61416.20  0.100001  0.003981  0.033781  0.000013
  62417.40  0.100001  0.003264  0.033374  0.000017
  63420.40  0.100001  0.003373  0.033089  0.000016
  64429.00  0.100000  0.003044  0.033220  0.000010
  65440.00  0.100000  0.004545  0.033530  0.000018
  66438.00  0.100000  0.003504  0.032874  0.000013
  67452.80  0.100000  0.005331  0.033478  0.000006
  68452.40  0.100001  0.004270  0.032975  0.000006
  69459.40  0.100001  0.005148  0.032999  0.000008
  70471.60  0.100001  0.003689  0.033398  0.000007
  71481.40  0.100001  0.006213  0.033603  0.000009
  72480.40  0.100001  0.003732  0.033060  0.000012
  73493.60  0.100001  0.004852  0.033510  0.000013
  74498.80  0.100000  0.004973  0.033413  0.000010
  75509.20  0.100001  0.003746  0.033653  0.000007
  76521.00  0.100000  0.002952  0.033980  0.000005
  77523.60  0.100001  0.002540  0.033698  0.000010
  78533.20  0.100001  0.003511  0.033889  0.000008
  79527.80  0.100000  0.004356  0.033115  0.000006
  80536.40  0.100001  0.004622  0.033243  0.000008
  81550.00  0.100000  0.003812  0.033668  0.000011
  82547.20  0.100001  0.003999  0.033095  0.000014
  83564.60  0.100000  0.002690  0.033714  0.000009
  84561.00  0.100000  0.005211  0.033117  0.000006
  85575.80  0.100000  0.003596  0.033590  0.000008
  86577.60  0.100000  0.004589  0.033298  0.000008
  87586.60  0.100000  0.004651  0.033427  0.000009
  88589.60  0.100000  0.003859  0.033217  0.000007
  89602.20  0.100001  0.002819  0.033536  0.000008
  90606.20  0.100001  0.002889  0.033393  0.000005
  91606.60  0.100000  0.003018  0.033061  0.000005
  92622.60  0.100000  0.004532  0.033561  0.000007
  93634.80  0.100000  0.002338  0.033855  0.000007
  94633.60  0.100000  0.003123  0.033427  0.000007
  95638.20  0.100001  0.003368  0.033308  0.000008
  96656.40  0.100001  0.003590  0.033899  0.000005
  97648.00  0.100000  0.003320  0.033133  0.000005
  98659.00  0.100000  0.003904  0.033357  0.000008
  99675.20  0.100001  0.002637  0.033823  0.000005
 100671.00  0.100000  0.001790  0.033278  0.000005
